building_id,hour,kwh_usage
fancy_hydroelectric_plant,17,19.723605
small_hydroelectric_plant,3,7.094355
green_aquarium,14,11.416443
up_office,2,2.701915
small_taco_truck,17,2.498712
dinosaur_gymnaisum,21,3.829990
Up Aquarium,11,4.578068
up_opera_house,3,1.418234
up_birdhouse,6,6.316058
white_warehouse,23,2.826299
green_market,7,4.851799
Dinosaur Planetarium,15,2.282779
bob's_aquarium,13,10.806271
green_birdhouse,2,3.336801
old_base,4,6.732780
bob's_hydroelectric_plant,1,4.819119
bob's_hospital,2,9.265087
The Best Base,16,7.581170
the_best_windmill,14,8.902323
bob's_stadium,0,3.426320
small_market,11,18.937790
rusty_old_houseboat,22,7.226505
the_best_planetarium,2,9.144794
up_opera_house,21,2.653858
fancy_warehouse,9,2.826404
secret_gymnaisum,11,0.773121
mauve_house,3,9.558393
dog_house,6,10.076027
dog_warehouse,12,15.150293
bob's_museum,19,10.258170
up_stadium,17,2.158022
white_warehouse,7,2.289799
up_museum,7,-8.40978
old_museum,16,4.126456
blue_windmill,7,6.283048
fancy_windmill,8,3.676702
bob's_school,10,2.027685
up_planetarium,19,4.610472
the_best_warehouse,14,20.069329
red_hospital,12,9.839932
rusty_old_stadium,15,9.681128
bob's_base,21,1.261924
small_school,12,4.511431
fancy_hospital,15,17.350251
white_planetarium,10,4.300384
the_best_house,16,3.530427
green_warehouse,10,5.382181
small_hospital,18,14.394630
fancy_hydroelectric_plant,2,5.555476
bob's_stadium,4,2.489056
small_house,21,10.866644
savvy_school,18,15.839585
white_opera_house,1,-9.87338
red_market,2,1.577631
old_office,9,-5.725783
white_aquarium,22,1.656147
dinosaur_birdhouse,3,8.444260
savvy_museum,7,1.374747
old_planetarium,9,2.047639
mauve_planetarium,10,-3.47005
Shiny New Base,12,6.350909
bob's_gymnaisum,13,9.303305
savvy_aquarium,5,2.725369
the_best_windmill,20,15.308971
dog_windmill,0,6.700665
bob's_opera_house,4,-6.355896
red_museum,20,2.522865
mauve_school,12,2.776806
dinosaur_planetarium,5,1.933760
Blue Market,11,7.076756
Old Market,21,4.068268
fancy_market,18,3.250591
down_house,17,13.114522
shiny_new_stadium,5,2.062333
fancy_hydroelectric_plant,18,-19.87751
bob's_opera_house,6,4.167203
White Taco Truck,11,2.430093
white_stadium,7,5.615082
red_hydroelectric_plant,23,2.561350
Green Aquarium,23,5.854654
Blue School,0,2.185239
savvy_windmill,22,7.118259
the_best_school,14,3.706333
down_stadium,23,9.902685
down_house,22,3.238624
up_office,12,-3.200468
rusty_old_taco_truck,15,18.835529
white_birdhouse,21,0.987037
the_best_gymnaisum,3,2.988476
red_stadium,3,4.383481
small_taco_truck,0,1.617583
blue_house,17,-2.452293
small_school,15,6.686929
fancy_school,18,6.765256
red_gymnaisum,15,6.707674
Red Office,10,1.407512
rusty_old_market,10,-3.564758
down_house,16,14.187790
up_windmill,6,1.511336
Blue Market,2,3.619506
dog_house,20,15.218752
shiny_new_house,18,6.149722
rusty_old_birdhouse,9,1.283570
The Best Stadium,22,0.556754
bob's_birdhouse,22,5.814744
old_warehouse,18,1.191320
dog_gymnaisum,15,7.015508
savvy_museum,19,2.106904
shiny_new_museum,22,4.966032
down_planetarium,5,9.191787
Small Opera House,7,-5.714381
rusty_old_school,22,5.820358
Shiny New Opera House,19,9.999826
Dinosaur House,14,3.891738
secret_opera_house,8,8.551956
blue_planetarium,20,1.017312
dinosaur_hydroelectric_plant,7,4.189107
green_base,3,6.235851
old_birdhouse,5,4.565545
rusty_old_hospital,19,3.303098
savvy_base,2,1.643047
savvy_birdhouse,17,9.529756
mauve_school,1,2.216040
Blue Office,16,10.308048
dog_house,8,7.540363
small_opera_house,12,2.939002
fancy_house,10,1.412218
bob's_taco_truck,0,9.374217
rusty_old_market,22,-2.519244
bob's_hospital,9,5.615973
fancy_birdhouse,14,7.143921
Green Office,10,3.188518
bob's_base,16,2.111490
bob's_office,21,3.435692
green_windmill,22,5.617647
white_house,17,15.825938
dinosaur_school,6,3.583002
Shiny New Windmill,11,17.759398
red_planetarium,1,2.861223
old_windmill,5,4.626881
up_opera_house,10,1.352040
Dinosaur Office,10,1.678451
small_houseboat,8,2.053540
old_gymnaisum,15,6.858815
savvy_school,9,6.807566
shiny_new_opera_house,23,4.118942
Savvy Houseboat,8,1.499895
Fancy Aquarium,23,3.386421
shiny_new_office,20,10.864508
red_base,17,7.783199
the_best_base,9,13.415264
dog_office,8,1.778978
down_base,4,5.527366
secret_house,19,7.176479
mauve_planetarium,6,6.839783
dog_taco_truck,7,5.509936
mauve_office,15,12.474593
small_gymnaisum,21,2.827472
savvy_office,22,-4.121066
secret_opera_house,12,15.316506
fancy_market,9,1.705532
Dog Opera House,11,5.346782
bob's_market,0,2.889020
mauve_windmill,21,9.626066
dinosaur_houseboat,15,20.847921
fancy_houseboat,16,1.792930
rusty_old_office,11,7.561348
White School,12,-3.460947
rusty_old_office,6,3.944937
bob's_aquarium,10,7.829755
shiny_new_planetarium,8,4.748277
bob's_gymnaisum,23,3.952284
dinosaur_opera_house,17,-7.520223
green_aquarium,3,5.437251
down_planetarium,3,10.032721
savvy_houseboat,23,1.876097
Old Taco Truck,19,4.682405
Bob'S Aquarium,19,2.808639
dinosaur_school,8,2.800179
Bob'S Market,23,3.452370
Green Aquarium,20,3.303982
secret_warehouse,16,8.582530
old_hospital,5,1.682934
white_windmill,10,17.290503
rusty_old_stadium,7,9.016162
Small Taco Truck,9,2.214602
secret_planetarium,5,2.988751
down_market,21,2.303311
bob's_planetarium,20,4.123059
down_planetarium,6,7.719298
red_hospital,3,9.391121
fancy_taco_truck,7,6.334655
dog_museum,17,14.306951
small_houseboat,21,2.030948
fancy_school,1,9.468176
up_aquarium,9,4.147760
Fancy Planetarium,6,6.990630
Green House,13,4.990031
savvy_stadium,3,7.218921
small_warehouse,4,3.361001
rusty_old_market,7,2.429989
fancy_office,18,1.513227
old_birdhouse,23,9.385707
small_windmill,3,5.183285
dog_hydroelectric_plant,10,4.429884
secret_warehouse,1,4.171693
the_best_stadium,13,1.202943
white_planetarium,8,2.772790
Shiny New Museum,6,6.295843
secret_birdhouse,11,15.022308
small_hospital,4,8.382279
Green Birdhouse,12,-3.051687
green_taco_truck,4,9.406861
blue_windmill,6,-6.879388
savvy_museum,2,1.353613
up_houseboat,9,7.218966
blue_birdhouse,9,-2.53258
blue_museum,12,13.149308
small_stadium,11,6.512649
mauve_museum,0,6.275636
fancy_opera_house,11,7.925653
secret_warehouse,4,5.266638
blue_museum,19,6.353910
dinosaur_taco_truck,17,7.476509
shiny_new_office,15,13.525762
red_aquarium,18,10.567688
dog_base,5,3.879534
White Opera House,23,10.080396
red_stadium,23,-7.566494
up_hospital,15,2.303957
green_school,10,8.296204
the_best_base,20,6.228034
secret_windmill,5,9.158433
red_birdhouse,11,-6.437355
fancy_aquarium,18,2.674308
dinosaur_gymnaisum,22,3.080607
bob's_windmill,6,5.293025
bob's_base,20,1.581665
green_base,2,7.531455
dog_planetarium,7,5.160605
savvy_taco_truck,9,5.148371
white_hospital,4,2.117407
dog_base,17,7.161271
Shiny New Warehouse,22,-1.445804
savvy_windmill,4,4.555714
green_base,17,5.655175
small_houseboat,12,3.480201
white_base,21,4.644395
blue_warehouse,9,-2.754622
fancy_aquarium,12,6.202431
the_best_warehouse,6,5.365808
Savvy Opera House,0,5.732435
dog_hospital,10,4.436375
secret_windmill,22,5.374467
down_taco_truck,3,5.351870
Mauve House,16,16.163287
mauve_stadium,15,1.620998
blue_planetarium,23,1.608980
red_windmill,12,17.929771
old_windmill,20,4.664225
blue_birdhouse,15,2.421014
secret_hydroelectric_plant,12,4.970241
bob's_market,16,12.063137
shiny_new_opera_house,4,8.742836
secret_birdhouse,10,13.720172
dog_taco_truck,0,8.624551
the_best_hydroelectric_plant,19,3.007219
white_taco_truck,21,4.151762
blue_office,13,-12.609751
bob's_office,8,2.982803
fancy_museum,11,4.897756
dinosaur_birdhouse,1,5.281021
down_stadium,15,17.040759
mauve_opera_house,4,1.939037
the_best_stadium,10,0.667933
Savvy Opera House,19,17.211189
down_birdhouse,2,4.641893
bob's_hydroelectric_plant,18,4.525597
the_best_museum,3,5.108855
dinosaur_office,23,1.656686
shiny_new_hydroelectric_plant,19,1.921740
mauve_school,15,5.824178
bob's_museum,17,13.420925
up_hospital,3,2.255784
Green Taco Truck,11,7.514640
blue_house,3,2.286762
old_aquarium,8,2.927405
dog_aquarium,19,4.863244
dinosaur_planetarium,22,1.303835
savvy_hydroelectric_plant,8,3.817489
dog_gymnaisum,8,4.379369
secret_opera_house,22,7.238814
savvy_houseboat,18,4.021062
Small Office,20,-2.280295
fancy_base,23,2.358460
Green Windmill,1,8.366102
fancy_planetarium,1,3.255363
blue_taco_truck,18,19.512376
rusty_old_opera_house,8,4.265077
small_school,13,5.190990
fancy_hydroelectric_plant,15,14.193679
fancy_planetarium,20,11.986283
dog_house,10,5.059414
shiny_new_school,0,2.263706
The Best Hospital,10,3.938174
Dog Museum,8,5.496200
white_house,11,5.501752
up_museum,10,5.125603
old_school,21,3.948874
white_school,23,4.855330
secret_hospital,5,2.418493
secret_windmill,15,16.503415
Rusty Old Warehouse,20,4.400984
Blue Hydroelectric Plant,7,5.116558
shiny_new_stadium,6,2.034320
red_aquarium,4,5.166298
green_gymnaisum,8,8.613209
down_base,8,5.085827
secret_market,16,9.257489
fancy_hydroelectric_plant,9,-6.30926
the_best_windmill,4,7.592568
small_hospital,1,5.393954
old_birdhouse,22,-8.825762
small_planetarium,13,6.703239
bob's_aquarium,1,6.002620
red_hydroelectric_plant,1,-2.41598
fancy_windmill,9,3.313970
down_hydroelectric_plant,13,1.508849
Down Windmill,21,9.415602
blue_warehouse,1,3.121954
Green Houseboat,23,-7.697804
shiny_new_houseboat,5,2.973261
mauve_hospital,14,-16.69572
fancy_planetarium,10,3.917708
fancy_gymnaisum,4,1.455787
Small Market,18,5.748188
up_hospital,11,4.180770
the_best_school,10,2.701337
mauve_museum,5,-7.870081
fancy_houseboat,19,1.422932
Dog Opera House,3,5.401084
small_office,22,2.509051
up_gymnaisum,3,2.597618
old_opera_house,22,10.458814
red_hydroelectric_plant,3,3.583669
blue_office,17,7.989103
shiny_new_houseboat,7,2.749004
dog_school,17,13.443316
up_stadium,22,2.122222
fancy_warehouse,4,4.855783
green_office,6,2.220540
rusty_old_houseboat,17,10.697053
Mauve Opera House,12,3.421018
dog_school,15,17.022724
mauve_opera_house,6,2.085934
Shiny New Market,2,-3.293165
mauve_houseboat,21,14.033623
small_museum,7,3.215943
down_aquarium,21,2.314121
the_best_houseboat,19,7.093154
white_planetarium,22,-2.610457
up_school,19,17.418136
mauve_aquarium,7,7.458187
dog_stadium,22,2.815411
fancy_aquarium,7,3.030829
mauve_hydroelectric_plant,16,15.395595
green_opera_house,13,-15.954105
bob's_office,11,5.169391
dinosaur_house,6,1.541105
secret_taco_truck,18,4.468667
rusty_old_planetarium,0,1.455225
dinosaur_house,1,2.428964
Bob'S Museum,12,7.824349
green_hydroelectric_plant,7,-1.751646
dinosaur_gymnaisum,8,3.207671
green_windmill,18,-8.168706
down_taco_truck,7,3.745031
shiny_new_base,20,6.029568
shiny_new_opera_house,0,5.247503
secret_base,9,13.928873
secret_taco_truck,13,14.292867
bob's_office,0,3.650183
old_hydroelectric_plant,19,3.511808
mauve_hydroelectric_plant,15,13.637448
rusty_old_birdhouse,16,0.962041
Green Museum,3,5.735820
the_best_opera_house,21,3.197467
savvy_stadium,7,-8.89938
secret_windmill,16,17.868420
savvy_warehouse,17,-11.928177
the_best_hydroelectric_plant,5,2.472935
blue_school,17,3.870088
blue_planetarium,16,0.912170
old_planetarium,2,4.450089
green_museum,9,14.826661
savvy_planetarium,0,5.530724
fancy_birdhouse,20,3.497534
Shiny New Houseboat,16,5.893027
mauve_base,11,15.381571
up_stadium,10,2.448629
fancy_stadium,6,5.326488
rusty_old_stadium,5,8.354045
dinosaur_base,3,4.047166
down_house,13,11.925248
small_gymnaisum,0,4.067552
fancy_house,11,1.979592
the_best_hydroelectric_plant,17,2.305041
savvy_school,23,8.331279
Secret Aquarium,22,2.496427
fancy_base,19,2.785100
dinosaur_school,5,4.040582
the_best_windmill,2,4.766197
red_planetarium,5,2.788027
rusty_old_hospital,1,6.829403
fancy_aquarium,20,-2.847145
Shiny New Museum,0,3.713641
old_museum,19,6.046350
blue_warehouse,10,2.998457
rusty_old_hospital,4,4.274520
small_base,9,2.312433
blue_hospital,12,1.502878
white_windmill,14,15.066082
white_planetarium,20,3.014041
the_best_house,17,2.865872
the_best_opera_house,12,4.778094
secret_base,4,4.949176
white_market,3,9.373532
fancy_opera_house,9,4.095282
secret_warehouse,2,3.374617
bob's_houseboat,15,8.140621
secret_base,5,5.296501
Red School,22,3.658323
down_birdhouse,17,-9.507229
white_house,9,7.463148
dinosaur_base,17,4.595398
the_best_hospital,4,-1.918336
green_taco_truck,8,4.575698
shiny_new_gymnaisum,6,9.099023
mauve_hydroelectric_plant,7,8.617169
fancy_house,8,2.741632
fancy_planetarium,22,-7.732183
White Taco Truck,12,3.109420
shiny_new_market,6,2.423767
down_base,1,3.585963
old_warehouse,19,0.899155
blue_houseboat,19,10.015343
savvy_birdhouse,16,9.856387
old_school,4,6.856538
mauve_planetarium,19,12.043617
savvy_windmill,6,5.241976
up_market,8,4.286771
green_stadium,5,4.953066
fancy_gymnaisum,9,0.804800
rusty_old_planetarium,3,1.642416
up_opera_house,8,2.534702
savvy_gymnaisum,22,4.138375
red_warehouse,11,5.599000
rusty_old_birdhouse,15,1.038674
red_office,12,1.016604
shiny_new_market,18,2.852986
dog_office,14,1.960790
red_museum,23,2.589375
dinosaur_birdhouse,18,16.485709
mauve_taco_truck,20,17.462492
dinosaur_windmill,11,8.149367
fancy_market,10,1.699991
Mauve Houseboat,18,17.581460
fancy_taco_truck,15,8.440715
shiny_new_warehouse,4,1.557437
The Best Opera House,6,3.895031
rusty_old_windmill,10,1.983492
dinosaur_gymnaisum,10,4.410658
red_houseboat,9,10.564726
mauve_office,0,4.088317
red_warehouse,20,16.162317
white_windmill,19,4.999138
small_stadium,10,5.480957
secret_market,11,4.435727
dinosaur_aquarium,8,4.927358
mauve_museum,20,6.794864
secret_houseboat,12,5.876798
green_opera_house,5,-8.029774
Blue Planetarium,12,1.845717
shiny_new_opera_house,6,-6.900954
small_warehouse,1,2.708058
up_taco_truck,0,2.414256
mauve_stadium,12,1.345664
red_stadium,2,-5.336685
green_house,0,4.812655
blue_stadium,18,1.643091
small_stadium,1,6.053869
small_base,3,1.135563
blue_stadium,12,3.775907
bob's_windmill,4,6.399008
red_windmill,20,5.265256
secret_stadium,7,6.853236
red_opera_house,21,6.126633
savvy_windmill,1,-7.374309
mauve_opera_house,22,-2.732847
shiny_new_market,11,-5.242973
fancy_opera_house,13,9.901497
secret_stadium,2,7.002723
blue_planetarium,4,1.426414
old_stadium,23,4.096480
Dog Planetarium,0,-3.615008
rusty_old_market,17,3.500502
small_taco_truck,16,2.985678
rusty_old_planetarium,8,0.698436
dog_market,1,2.767562
dog_school,13,15.958838
small_houseboat,18,2.239592
old_hospital,21,1.769331
secret_planetarium,11,2.198527
Secret Planetarium,14,3.226976
red_house,11,4.829035
green_base,7,7.879864
bob's_base,19,1.125537
Small Office,0,3.481652
old_aquarium,16,6.383125
The Best Houseboat,21,5.466159
mauve_museum,10,7.044078
white_stadium,5,8.357198
old_birdhouse,6,6.321800
red_base,14,17.119549
shiny_new_base,6,5.632228
fancy_market,6,2.172448
Dinosaur Warehouse,3,4.306311
white_market,1,6.770027
rusty_old_houseboat,4,4.287505
Bob'S Windmill,18,8.875364
green_office,16,4.607045
dog_school,5,7.119444
mauve_warehouse,3,1.794130
small_windmill,16,7.538557
the_best_hydroelectric_plant,4,2.321945
dog_windmill,16,12.673813
old_planetarium,20,4.678344
blue_office,18,5.621579
Small House,5,8.691987
bob's_school,21,1.049576
down_base,19,10.293678
rusty_old_warehouse,2,9.236736
rusty_old_stadium,23,8.479697
the_best_market,9,0.900308
small_office,11,5.303601
bob's_house,23,9.036272
bob's_taco_truck,20,5.416749
rusty_old_planetarium,7,1.420240
Fancy Aquarium,16,3.822559
down_opera_house,5,-8.480033
dog_base,23,3.242386
up_office,23,3.427540
red_birdhouse,23,4.357074
blue_planetarium,18,0.957438
dog_opera_house,21,2.918370
small_windmill,17,-5.609862
shiny_new_opera_house,7,5.666223
blue_windmill,9,-4.022494
dog_planetarium,15,6.910423
down_aquarium,11,4.588354
dog_gymnaisum,0,4.814229
green_opera_house,7,5.819300
shiny_new_opera_house,11,7.679833
Old Hydroelectric Plant,23,-1.559217
fancy_hospital,6,7.277398
old_hydroelectric_plant,3,3.021099
white_warehouse,11,4.336488
down_office,19,1.371787
small_gymnaisum,13,10.000909
dinosaur_planetarium,13,2.100669
small_school,0,-2.503725
secret_gymnaisum,13,0.933042
white_aquarium,4,0.992088
Secret Market,10,3.112382
bob's_school,6,1.014622
bob's_school,20,0.780341
white_house,6,9.483557
up_planetarium,4,3.428749
red_school,3,4.162002
green_house,19,11.959616
old_stadium,14,-11.213386
secret_school,3,2.866557
red_office,2,1.143032
savvy_hospital,6,6.562655
dinosaur_birdhouse,19,14.278143
small_gymnaisum,7,2.891744
rusty_old_school,12,2.586064
Fancy Opera House,20,2.638442
the_best_base,19,4.966584
small_birdhouse,17,2.167111
savvy_house,15,9.937499
white_hospital,1,1.621737
down_office,11,-1.737352
mauve_aquarium,23,7.190080
dinosaur_market,1,0.611310
secret_base,6,6.323777
blue_base,11,3.623562
dinosaur_market,18,1.190202
bob's_birdhouse,1,7.308398
bob's_market,22,5.570918
rusty_old_warehouse,11,14.309019
secret_taco_truck,12,15.529920
mauve_planetarium,22,6.571686
the_best_warehouse,1,10.565832
the_best_hydroelectric_plant,15,4.844089
Red Aquarium,6,6.073598
dog_base,19,7.761615
dog_market,15,3.583867
old_taco_truck,6,3.399161
blue_warehouse,17,5.485408
up_market,3,6.108988
secret_school,21,2.043263
green_market,3,5.111896
bob's_birdhouse,16,9.802256
fancy_taco_truck,11,3.294804
up_aquarium,15,10.679332
rusty_old_gymnaisum,6,7.768212
down_market,9,1.469707
bob's_birdhouse,17,-7.850109
savvy_opera_house,12,4.071248
Up Houseboat,1,5.283899
red_windmill,13,19.084723
secret_school,12,2.498895
secret_birdhouse,1,8.384607
savvy_birdhouse,11,2.659258
the_best_opera_house,1,3.476384
bob's_taco_truck,10,14.644411
secret_hospital,23,2.300920
Mauve Houseboat,16,14.457605
old_gymnaisum,8,5.156995
dinosaur_opera_house,0,2.884850
fancy_hydroelectric_plant,12,5.922443
up_windmill,23,0.418403
savvy_base,1,1.864139
old_aquarium,12,3.641698
rusty_old_warehouse,22,5.181087
savvy_hydroelectric_plant,16,10.529694
savvy_aquarium,2,-4.468197
old_base,14,-10.929644
down_taco_truck,20,3.836000
savvy_gymnaisum,3,7.280960
white_taco_truck,0,2.342720
dinosaur_hydroelectric_plant,11,-12.199668
blue_taco_truck,14,16.044689
small_base,4,1.655518
green_school,16,9.040504
the_best_taco_truck,3,3.745271
down_taco_truck,15,10.011927
bob's_base,22,1.457668
the_best_gymnaisum,7,3.663835
bob's_hydroelectric_plant,6,-2.669556
Dinosaur Office,0,1.415078
The Best Warehouse,19,5.590634
mauve_market,0,4.528006
blue_museum,4,6.705731
old_museum,0,2.939223
savvy_planetarium,1,-4.053255
shiny_new_office,1,5.312376
shiny_new_windmill,9,14.434413
green_hydroelectric_plant,1,-2.629222
mauve_hospital,7,9.167433
bob's_windmill,16,10.806174
down_market,11,2.326779
mauve_stadium,22,1.583910
rusty_old_hydroelectric_plant,3,-3.513473
mauve_opera_house,8,-2.415589
up_houseboat,18,15.133030
blue_taco_truck,6,-10.499227
red_hydroelectric_plant,13,3.813887
the_best_school,9,3.082350
mauve_hydroelectric_plant,21,10.861637
down_warehouse,16,17.215242
white_stadium,4,-8.489754
shiny_new_gymnaisum,11,5.928823
shiny_new_house,15,5.375907
dog_hospital,19,14.240073
Old Windmill,1,9.208629
mauve_house,6,5.593705
mauve_base,22,7.474571
white_office,2,-3.537549
white_opera_house,4,5.520618
bob's_office,20,4.392467
the_best_taco_truck,13,3.558364
Rusty Old Birdhouse,0,0.732940
shiny_new_planetarium,2,-8.390763
secret_hospital,14,5.349926
white_market,11,6.234196
shiny_new_office,8,5.303189
Secret Museum,7,5.362307
Rusty Old Hospital,12,12.515214
fancy_planetarium,16,10.516891
savvy_opera_house,17,-16.192801
the_best_aquarium,13,-2.271239
dinosaur_warehouse,13,7.616127
down_hydroelectric_plant,14,1.544801
savvy_stadium,17,-8.501457
The Best Museum,5,8.110595
down_opera_house,0,4.111562
shiny_new_stadium,1,1.757368
the_best_base,10,15.496269
dog_base,12,2.795994
down_school,7,2.318666
Dinosaur Gymnaisum,3,7.039633
savvy_planetarium,8,7.656989
bob's_office,14,10.010153
blue_hydroelectric_plant,18,12.691610
the_best_houseboat,1,-10.236154
secret_market,7,3.882869
blue_stadium,4,1.953189
Old Market,20,5.183692
Savvy Planetarium,4,6.313804
Rusty Old Aquarium,16,16.302635
shiny_new_planetarium,23,5.610780
shiny_new_base,23,-3.590223
shiny_new_taco_truck,3,3.516055
blue_aquarium,22,2.882836
Up Planetarium,14,9.874168
red_aquarium,14,5.493576
Dog Houseboat,0,2.858362
green_planetarium,18,13.841343
Secret Gymnaisum,18,1.202681
old_aquarium,3,3.618509
dinosaur_opera_house,2,2.684101
green_house,17,12.148845
dinosaur_office,12,2.581786
blue_warehouse,16,6.693744
shiny_new_stadium,16,3.753282
mauve_hospital,15,12.993210
Down Market,16,3.590072
mauve_house,13,18.895597
the_best_hospital,6,1.272120
bob's_stadium,2,1.942566
up_school,6,9.723601
fancy_office,20,1.659662
small_gymnaisum,18,4.442357
rusty_old_birdhouse,4,-1.097568
blue_taco_truck,1,7.214453
up_gymnaisum,11,3.872134
secret_stadium,16,-16.026592
fancy_house,1,-1.670237
mauve_office,23,4.941802
bob's_market,10,3.506246
down_planetarium,19,10.759309
mauve_houseboat,2,4.905745
Dog Birdhouse,9,15.713122
white_school,17,9.446090
mauve_planetarium,4,5.883030
small_hospital,8,5.119902
green_museum,5,4.217502
Up Houseboat,23,8.590651
bob's_school,12,2.606217
dog_museum,19,8.109268
dinosaur_hydroelectric_plant,21,3.894923
Up Office,9,3.378076
fancy_office,10,3.827076
secret_hospital,6,2.210500
red_houseboat,15,10.849120
secret_warehouse,14,5.469721
up_houseboat,5,7.244434
old_gymnaisum,16,8.487301
mauve_gymnaisum,17,4.378529
bob's_birdhouse,10,9.517380
old_aquarium,21,4.186382
down_museum,3,4.373208
secret_birdhouse,20,5.352600
blue_office,20,3.138072
old_market,2,-2.378949
rusty_old_museum,20,5.773150
Fancy House,12,1.756679
savvy_office,1,5.575534
the_best_warehouse,5,5.519657
blue_base,20,11.902853
dinosaur_hydroelectric_plant,10,9.412206
small_school,16,6.939595
Bob'S Birdhouse,2,7.802028
mauve_hydroelectric_plant,5,8.981559
Old Office,2,7.846496
white_birdhouse,1,1.384057
dinosaur_base,8,6.209451
up_office,8,4.161025
down_hydroelectric_plant,8,-0.529466
shiny_new_stadium,14,2.463173
the_best_market,12,2.324350
green_museum,10,16.488143
green_windmill,7,4.799623
dog_stadium,21,2.155923
rusty_old_houseboat,20,10.148887
secret_hydroelectric_plant,2,4.915358
mauve_warehouse,7,2.172213
mauve_school,7,4.042553
white_school,15,5.722386
red_houseboat,13,14.772559
fancy_base,18,3.441702
secret_office,17,7.557143
old_hydroelectric_plant,9,1.417478
old_hospital,19,1.700811
dog_windmill,2,7.736822
Secret Hydroelectric Plant,0,3.862349
up_opera_house,1,2.231136
bob's_gymnaisum,21,-3.3715
white_houseboat,13,7.521149
Bob'S Warehouse,7,4.640736
secret_gymnaisum,1,1.310460
mauve_planetarium,17,12.616407
small_museum,9,3.953628
the_best_windmill,17,16.787970
up_warehouse,0,9.942867
fancy_market,21,1.432022
rusty_old_hydroelectric_plant,21,-3.439434
secret_houseboat,19,-2.095012
the_best_gymnaisum,22,3.972562
small_houseboat,10,2.980401
red_hospital,17,19.008441
fancy_museum,19,17.840581
small_museum,1,2.852754
blue_base,5,6.915771
old_office,13,11.251365
secret_warehouse,15,7.438404
white_windmill,7,-8.698012
bob's_school,23,1.543438
blue_market,5,2.840684
secret_house,4,5.914399
rusty_old_houseboat,13,3.545750
dinosaur_stadium,14,2.333960
rusty_old_taco_truck,0,5.942048
down_base,5,5.591694
Dog Birdhouse,7,9.519381
savvy_hospital,15,8.856164
Up Opera House,7,-2.055695
red_windmill,18,8.174435
Old Birdhouse,18,5.090793
secret_warehouse,12,-4.031482
Up Office,13,3.399165
shiny_new_market,20,2.332447
mauve_office,21,9.064288
green_taco_truck,14,-15.293309
the_best_office,8,7.981905
old_planetarium,6,-3.602786
green_aquarium,15,9.976119
dog_hydroelectric_plant,13,8.605149
Fancy Stadium,7,7.017425
rusty_old_school,14,4.530328
dog_museum,0,8.162008
bob's_planetarium,0,2.416057
rusty_old_office,18,8.604595
White Aquarium,8,1.054287
small_gymnaisum,14,9.891270
red_market,20,1.353833
dinosaur_gymnaisum,14,12.558604
Shiny New Museum,10,3.573393
savvy_market,15,5.802052
rusty_old_planetarium,16,-2.695511
up_house,1,7.550217
savvy_stadium,2,-9.424661
down_planetarium,0,5.961946
fancy_houseboat,3,-0.919024
shiny_new_birdhouse,9,3.594211
green_hydroelectric_plant,23,2.031888
small_school,3,4.191061
white_museum,23,4.832849
shiny_new_hydroelectric_plant,5,-1.50379
shiny_new_hydroelectric_plant,20,1.731152
blue_market,12,6.618255
shiny_new_hydroelectric_plant,1,1.335721
green_windmill,21,4.210130
dog_taco_truck,18,-10.498991
dog_office,16,2.893975
white_planetarium,14,8.960774
Rusty Old Warehouse,19,6.289315
rusty_old_stadium,3,5.614263
white_hospital,0,-1.600748
shiny_new_hydroelectric_plant,17,2.242693
savvy_aquarium,20,3.379324
old_stadium,10,3.916823
bob's_planetarium,15,3.069468
secret_taco_truck,15,9.377218
red_house,23,3.016374
fancy_museum,9,7.751956
green_base,21,-6.471319
dog_market,18,2.131218
green_planetarium,15,19.820694
the_best_birdhouse,22,11.911015
secret_base,17,6.262167
dog_hydroelectric_plant,19,-2.736715
green_opera_house,9,5.700537
down_planetarium,13,14.639743
red_planetarium,3,2.609949
white_windmill,9,-13.969965
the_best_birdhouse,8,9.240064
Dog Birdhouse,2,7.150090
blue_houseboat,2,5.727643
white_office,0,2.979930
savvy_office,2,6.721616
rusty_old_office,3,6.859517
rusty_old_windmill,5,2.621193
rusty_old_windmill,13,3.932662
secret_house,21,4.239479
shiny_new_aquarium,20,1.050362
bob's_aquarium,6,2.988241
secret_hydroelectric_plant,7,6.998566
secret_office,8,10.240102
white_hospital,20,1.776382
up_taco_truck,19,6.520649
secret_museum,20,5.898745
up_market,15,11.766016
blue_planetarium,19,1.010965
rusty_old_houseboat,6,5.694802
savvy_warehouse,6,5.264272
down_opera_house,7,-5.372861
dinosaur_house,20,2.189087
old_house,4,6.733359
green_hydroelectric_plant,11,2.240690
rusty_old_birdhouse,20,1.360749
the_best_warehouse,20,5.585551
fancy_planetarium,14,-6.123081
fancy_house,20,3.749277
shiny_new_office,7,6.685980
green_taco_truck,19,11.308474
shiny_new_base,3,5.947411
bob's_houseboat,12,8.915272
down_houseboat,18,1.825729
the_best_warehouse,17,10.401912
secret_windmill,19,13.357408
up_taco_truck,17,6.316375
the_best_taco_truck,8,-4.794674
savvy_hydroelectric_plant,5,5.859560
red_house,7,3.863682
bob's_warehouse,10,5.534881
small_warehouse,15,5.865640
up_hydroelectric_plant,10,1.007068
red_office,11,0.895769
shiny_new_school,4,3.937861
rusty_old_taco_truck,16,20.940434
small_museum,2,2.638620
